Date,Rain,T_max,T_min,Himachal_Pradesh,HP_Tourism,HP_Weather,HP_Travel,Party & Holiday Supplies,Geographic Reference,Travel,Hotels & Accommodations,Air Travel,Bus & Rail,Car & Taxi,Tourist Destinations,Travel Agencies,Tourist Arrivals
2019-03-01,0.31558477902333903,-0.3761254106430118,-0.9970639103930422,-0.9825890380823737,-0.6792017190637069,0.8517915269494601,-0.523610067151382,0,-0.6644519305484762,-0.5634551939420388,1,1,-0.8092442839555544,0,-0.7240917521877129,0,908236.109375
2019-04-01,-0.34175958287775593,0.523205717062764,0.10210018048014939,-0.18238311611737795,-0.5686010215961304,0.36859342438903914,-0.523610067151382,0,-0.4668265708429237,-0.2661642911631503,1,1,-0.6138230636814577,0,-0.21064487336369822,1,902300.14453125
2019-05-01,-0.20162123572185695,1.3023069989618556,0.547389739405264,-0.2712948852245997,-0.45800032412855385,0.5833481366381151,-0.20202278181431285,0,0.027236828420957548,0.4275144819875894,1,1,0.16786181741492937,0,0.30280200546031655,0,870332.412109375
2019-06-01,-0.08157777317097248,1.3213332152966226,0.9019153536192102,0.6178228058476178,-0.45800032412855385,0.7981028488871912,-0.20202278181431285,0,0.42248754783206255,0.9229993199524035,2,1,0.3632830376890261,0,0.6450999246763264,1,931514.93359375
2019-07-01,1.7447658152752359,0.9347198393146294,1.402501330632992,0.1732639603115091,-0.6792017190637069,0.8517915269494601,-0.20202278181431285,0,-0.4668265708429237,0.13022357920870095,1,1,-0.41840184340736086,0,-0.552942792579708,1,687556.787109375
2019-08-01,2.4715635418181536,0.6096240127654274,1.254016605253897,0.1732639603115091,-0.6792017190637069,0.47597078051357716,-0.8451973524884513,0,-0.7632646104012525,-0.464358226349076,1,1,-0.41840184340736086,0,-0.8952407117957178,1,677246.38671875
2019-09-01,-0.23182501681333392,0.6094094934138645,1.014977447979124,-0.44911842343904324,-0.6792017190637069,0.20752739020223215,-0.523610067151382,1,-0.6644519305484762,-0.464358226349076,1,1,-0.6138230636814577,0,-0.7240917521877129,1,807578.267578125
2019-10-01,-0.929381955662833,-0.2504665750929293,0.1455441592924367,-1.249324345404039,-0.6792017190637069,-0.11460467817138183,-0.523610067151382,0,-0.7632646104012525,-0.6625521615350016,1,1,-0.6138230636814577,0,-0.7240917521877129,0,1018158.1953125
2019-11-01,-0.37118156538159847,-0.761237151164065,-0.4577180625133201,-0.6269419616534867,-0.6792017190637069,0.6370368147003841,-0.523610067151382,0,-0.4668265708429237,-0.0679703559772247,1,1,-0.41840184340736086,0,-0.552942792579708,1,633426.15625
2019-12-01,-0.3711055395870149,-1.5273352600607315,-1.4550589250576098,-0.44911842343904324,-0.5686010215961304,1.442366985634419,-0.20202278181431285,0,-0.17038853128459494,0.22932054680166378,1,1,-0.22298062313326414,0,-0.38179383297170316,1,700639.1875
2020-01-01,0.9206031207057139,-2.080217634992512,-1.45306855331044,-0.2712948852245997,-0.6792017190637069,3.6972914642497168,-0.523610067151382,0,-0.17038853128459494,0.3284175143946266,1,1,-0.41840184340736086,0,-0.38179383297170316,1,756591.548828125
2020-02-01,-1.0911154297701957,-1.3133439561325027,-1.3791703902463426,-0.893677268975152,-0.5686010215961304,0.9591688830739982,-0.20202278181431285,0,-0.5656392506957,-0.36526125875611315,1,1,-0.8092442839555544,0,-0.38179383297170316,0,571543.66015625
2020-03-01,1.0188677273015576,-0.9596510498711155,-0.713159080200861,0.4399992676331743,-0.6792017190637069,2.7308952591288747,-0.523610067151382,0,-0.3680138909901475,0.13022357920870095,1,1,-0.6138230636814577,0,-0.8952407117957178,1,634672.5546875
2020-04-01,0.0262926925705056,0.1897601372911934,-0.2025464184456969,1.24020518959817,-0.7898024165312834,1.2813009514476121,-0.20202278181431285,0,-0.6644519305484762,-0.0679703559772247,1,0,-1.3955079447778447,0,-1.4086875906197327,0,561380.572265625
2020-05-01,-0.34647571633509017,1.2064828547675905,0.2683037039693889,2.396058187992053,-0.7898024165312834,1.2813009514476121,0.4411517888598256,0,-0.5656392506957,0.3284175143946266,1,1,-0.6138230636814577,0,-1.4086875906197327,0,460787.7060546875
2020-06-01,-0.2562837820274454,0.9929535925196509,0.7145360705642156,2.2182346497776093,-0.7898024165312834,1.1739235953230742,1.4059136448710332,0,-0.7632646104012525,-0.36526125875611315,1,1,-0.41840184340736086,0,-1.4086875906197327,0,770212.966796875
2020-07-01,1.1675082924850526,0.9134989249984885,1.2624569786779858,1.24020518959817,-0.6792017190637069,0.8517915269494601,1.4059136448710332,0,-0.7632646104012525,-0.0679703559772247,1,0,-0.8092442839555544,0,-1.2375386310117278,0,806386.3935546875
2020-08-01,1.7361229495276602,0.8621627940206421,1.5396125031711168,0.7067345749548396,-0.6792017190637069,0.36859342438903914,1.4059136448710332,0,-0.8620772902540287,-0.5634551939420388,1,1,-0.8092442839555544,0,-1.2375386310117278,1,494542.193359375
2020-09-01,-0.8940058863465205,0.6639469131765727,0.8802008468136199,0.08435219120428732,-0.5686010215961304,-0.0072273220468438305,2.370675500882241,0,-0.6644519305484762,-0.16706732357018753,1,1,-0.6138230636814577,0,-0.8952407117957178,0,588796.1337890625
2020-10-01,-1.1311518802944813,0.35447799631429544,-0.1685903771349564,-0.6269419616534867,-0.5686010215961304,-0.3830480684827268,0.11956450352275637,0,-0.3680138909901475,-0.0679703559772247,1,1,-0.22298062313326414,0,-0.7240917521877129,1,768219.09765625
2020-11-01,-0.3712867343974391,-0.5889946133476816,-0.8892994972248436,0.1732639603115091,-0.45800032412855385,1.0128575611362671,0.7627390741968948,0,0.22486218812651004,0.7248053847664778,1,1,-0.22298062313326414,0,0.1316530458523116,1,625568.078125
2020-12-01,-0.8856063031416122,-1.1925530597140384,-1.3297552961925456,0.6178228058476178,-0.34739962666097735,1.442366985634419,1.084326359533964,0,0.8177382672431676,1.5175811255101803,1,1,-0.41840184340736086,0,1.158546803500341,1,808303.59375
2021-01-01,-0.7681553201860274,-1.7008979169636556,-1.4329553230232495,0.26217572941873085,-0.45800032412855385,2.032942444319378,-0.20202278181431285,0,0.5213002276848387,1.1211932551383292,1,1,-0.41840184340736086,0,0.6450999246763264,1,762777.7744140625
2021-02-01,-0.8526947366663835,-0.6978549335215349,-1.1250762406583903,-0.18238311611737795,-0.5686010215961304,1.2813009514476121,-0.20202278181431285,1,0.027236828420957548,0.8239023523594406,1,1,-0.6138230636814577,0,-0.38179383297170316,1,709891.330078125
2021-03-01,-0.3891908090218704,-0.06979177661126815,-0.42914949360093413,-0.09347134701015619,-0.5686010215961304,1.1739235953230742,0.4411517888598256,0,0.1260495082737338,0.5266114495805522,1,1,-0.6138230636814577,0,-0.21064487336369822,2,988300.27734375
2021-04-01,0.5864621509314548,0.6685508284908829,-0.24718761334650743,0.4399992676331743,-0.6792017190637069,1.9255650881948398,1.7275009302081026,0,-0.17038853128459494,0.22932054680166378,1,1,-0.6138230636814577,0,-0.7240917521877129,2,1154553.7861328125
2021-05-01,-0.1381777101418657,0.8954792994672105,0.40300547912936063,1.329116958705392,-0.6792017190637069,1.9792537662571088,2.0490882155451717,0,-0.2692012111373712,0.5266114495805522,1,1,-0.6138230636814577,0,-0.7240917521877129,1,1164385.8530273438
2021-06-01,-0.23186049551747284,1.2818121501433137,0.8592944608677827,1.8625875733487225,-0.34739962666097735,1.9792537662571088,5.586548354252933,0,0.620112907537615,1.715775060696106,2,1,0.7541254782372196,0,0.47395096506832146,1,1415364.4833984375
2021-07-01,2.3411767699141746,1.1004442891412187,1.3488660498671508,1.329116958705392,-0.5686010215961304,2.6235179030043367,1.7275009302081026,0,0.5213002276848387,1.5175811255101803,1,1,-0.22298062313326414,1,0.8162488842843313,1,882086.1967773438
2021-08-01,-0.16958016459461034,0.6808114345071287,1.3634870513482407,-0.0045595779029344325,-0.6792017190637069,0.6907254927626532,1.4059136448710332,0,-0.3680138909901475,0.3284175143946266,1,1,-0.41840184340736086,0,-0.552942792579708,1,655257.5966796875
2021-09-01,1.3740969853967233,0.6031719307299601,1.2131915366352541,-0.09347134701015619,-0.6792017190637069,1.0128575611362671,0.7627390741968948,0,-0.2692012111373712,1.0220962875453663,1,1,-0.6138230636814577,0,-0.552942792579708,1,801973.5668945312
2021-10-01,-0.5436334094286686,0.2951221418857142,-0.062352414479624856,-0.6269419616534867,-0.6792017190637069,0.6370368147003841,-0.20202278181431285,0,-0.3680138909901475,0.3284175143946266,1,1,-0.6138230636814577,0,-0.38179383297170316,1,999662.048828125
2021-11-01,-1.1244400697293284,-0.8066657492296426,-0.655378438728508,-0.18238311611737795,-0.6792017190637069,0.04646135601542517,0.11956450352275637,0,-0.5656392506957,0.22932054680166378,1,1,-0.6138230636814577,0,-0.21064487336369822,1,883316.5390625
2021-12-01,-0.7627321468390659,-1.1788898271683435,-1.3804424323403985,0.08435219120428732,-0.5686010215961304,1.9792537662571088,0.7627390741968948,0,0.22486218812651004,0.9229993199524035,1,1,-0.41840184340736086,1,0.1316530458523116,1,1041404.796875
2022-01-01,0.682025307626429,-1.8418866354061907,-1.2017130355249845,0.9734698822765049,-0.6792017190637069,4.448932957121483,0.4411517888598256,0,0.22486218812651004,1.4184841579172176,1,1,-0.41840184340736086,0,-0.21064487336369822,1,762777.7744140625
2022-02-01,0.08184727486587474,-1.4718077509831184,-1.293943569944594,1.0623816513837265,-0.5686010215961304,2.945649971377951,0.11956450352275637,0,0.8177382672431676,0.9229993199524035,1,1,-0.6138230636814577,0,0.47395096506832146,2,709891.330078125
2022-03-01,-1.0409789524354827,0.42345421858604104,-0.47135136072137856,0.4399992676331743,-0.5686010215961304,0.5296594585758462,-0.20202278181431285,0,0.3236748679792863,1.0220962875453663,1,1,-0.22298062313326414,0,0.6450999246763264,1,988300.27734375
2022-04-01,-0.9546871413899751,0.9727887734727435,0.667560304290785,0.7067345749548396,-0.5686010215961304,0.7981028488871912,0.11956450352275637,0,0.7189255873903913,1.6166780931031433,2,2,0.3632830376890261,1,0.47395096506832146,1,1154553.7861328125
2022-05-01,-0.09559312840245403,1.2461854362952989,0.5695232718418376,0.7067345749548396,-0.45800032412855385,1.1739235953230742,0.11956450352275637,0,0.8177382672431676,2.409453833846846,2,2,0.9495466985113163,0,0.9873978438923362,1,1164385.8530273438
2022-06-01,-0.4194237333346043,1.4615298622872324,0.9861395054468206,1.684764035134279,-0.5686010215961304,1.871876410132571,0.11956450352275637,0,1.1141763068014963,2.508550801439809,2,1,0.9495466985113163,0,1.3296957631083461,2,1415364.4833984375
2022-07-01,2.196212051898795,0.7270321040246311,1.5120466027328694,0.3510874985259526,-0.6792017190637069,1.9792537662571088,-0.523610067151382,0,0.1260495082737338,0.3284175143946266,1,1,-0.41840184340736086,0,-0.21064487336369822,1,882086.1967773438
2022-08-01,1.63346278490831,0.7731537646106428,1.562314713249739,0.08435219120428732,-0.6792017190637069,1.2276122733853432,-0.20202278181431285,0,0.1260495082737338,0.13022357920870095,1,1,-0.22298062313326414,0,-0.552942792579708,1,655257.5966796875
2022-09-01,0.17519934803504336,0.6288152439860111,1.0000571424759033,0.08435219120428732,-0.6792017190637069,0.7981028488871912,-0.20202278181431285,0,0.1260495082737338,0.4275144819875894,1,1,-0.22298062313326414,0,-0.21064487336369822,1,801973.5668945312
2022-10-01,-0.507989982734737,0.3275970714146126,0.10649994960547243,-0.0045595779029344325,-0.6792017190637069,0.6370368147003841,-0.20202278181431285,0,-0.0715758514318187,0.22932054680166378,1,1,0.3632830376890261,1,-0.38179383297170316,1,999662.048828125
2022-11-01,-0.8413719616597367,-0.5620146795165084,-0.5684904811039335,-0.18238311611737795,-0.6792017190637069,0.36859342438903914,0.11956450352275637,0,-0.0715758514318187,0.22932054680166378,1,1,-0.22298062313326414,0,-0.38179383297170316,1,883316.5390625
2022-12-01,-1.029369813602571,-1.0832306978598962,-1.2137899528179628,3.7297347246003794,-0.6792017190637069,0.6370368147003841,-0.20202278181431285,0,0.620112907537615,1.6166780931031433,1,1,-0.027559402859167394,0,0.1316530458523116,1,1041404.796875
