Date,Rain,T_max,T_min,Himachal_Pradesh,HP_Tourism,HP_Weather,HP_Travel,Party & Holiday Supplies,Geographic Reference,Travel,Hotels & Accommodations,Air Travel,Bus & Rail,Car & Taxi,Tourist Destinations,Travel Agencies,Tourist Arrivals
2018-04-01,-0.13904313710354213,0.7320320550649038,0.1022049368878952,0.08435219120428732,-0.45800032412855385,0.04646135601542517,-0.20202278181431285,0,-0.17038853128459494,0.13022357920870095,1,1,0.16786181741492937,1,0.1316530458523116,1,1804577.2890625
2018-05-01,-0.5884011985692051,1.106434329496396,0.3721472344476741,0.7067345749548396,-0.34739962666097735,0.26121606826450117,-0.20202278181431285,0,0.42248754783206255,0.7248053847664778,2,1,0.7541254782372196,0,0.8162488842843313,0,1740570.82421875
2018-06-01,0.1111058019113626,1.3310360905826957,1.0347764090430773,-0.2712948852245997,-0.45800032412855385,0.47597078051357716,-0.20202278181431285,0,0.7189255873903913,1.1211932551383292,2,1,0.5587042579631228,0,1.158546803500341,1,1862949.8671875
2018-07-01,1.7659757448674764,0.7242928569200594,1.2990768257856904,-0.44911842343904324,-0.5686010215961304,0.10015003407769417,-0.523610067151382,0,-0.6644519305484762,-0.464358226349076,1,1,-0.22298062313326414,0,-0.38179383297170316,0,1370957.57421875
2018-08-01,1.6236617928899109,0.4987340094960179,1.5464665652779128,-0.5380301925462649,-0.6792017190637069,-0.11460467817138183,-0.8451973524884513,0,-0.8620772902540287,-0.9598430643138901,1,1,-0.8092442839555544,0,-1.0663896714037229,1,1344166.7734375
2018-09-01,1.939981049317204,0.4021342953384104,0.8066917789782925,-0.7158537307607085,-0.6792017190637069,-0.0072273220468438305,-0.523610067151382,0,-0.8620772902540287,-0.8607460967209273,1,1,-0.8092442839555544,0,-0.8952407117957178,0,1549209.53515625
2018-10-01,-1.0000213227001593,0.05717067653677311,-0.1517844562923113,-1.1604125762968172,-0.6792017190637069,-0.3830480684827268,-0.8451973524884513,0,-0.8620772902540287,-1.058940031906853,1,1,-0.6138230636814577,0,-0.8952407117957178,1,1742913.390625
2018-11-01,-0.08119257581174905,-0.6970298590924472,-0.46060634632688247,-1.0715008071895955,-0.6792017190637069,-0.06091600010911283,-0.523610067151382,0,-0.7632646104012525,-0.8607460967209273,1,1,-0.41840184340736086,0,-0.8952407117957178,1,1062283.3125
2018-12-01,-1.0909507072152647,-1.4176498654577905,-1.462870760035224,-0.9825890380823737,-0.6792017190637069,0.26121606826450117,-0.8451973524884513,0,-0.7632646104012525,-0.5634551939420388,1,1,-0.41840184340736086,0,-0.7240917521877129,0,972796.375
2019-01-01,0.25912295557927256,-1.9627600392675633,-1.484600232041921,-0.44911842343904324,-0.6792017190637069,1.657121697883495,-0.8451973524884513,0,-0.5656392506957,0.13022357920870095,1,1,-0.41840184340736086,1,-0.552942792579708,1,1105233.09765625
2019-02-01,1.2774263862939819,-1.8686025454200557,-1.2887955407639442,-0.3602066543318215,-0.6792017190637069,1.9792537662571088,-0.20202278181431285,0,-0.6644519305484762,-0.2661642911631503,1,1,-0.6138230636814577,0,-0.8952407117957178,1,819517.3203125
